protein	logFC	se	df	t	pval	adjPval	group1	group2	batch	gene	Synonyms	GO cellular component	GO biological process	GO molecular function	Description	Interpro terms	bait	control	sphere	Description.x	Cluster order	Unique identifier	Protein	Description.y	Symbol	Residue	Localization probability	Sequence window (-15, +15)	Tryptic phosphopeptides with phosphorylation localization probability
Q9ASV6	1.4965239770270349	0.07644858889288143	22.20697123462918	19.57556050019367	1.6944093641603494e-15	1.3787209274916911e-14	At_XVE_RAPTOR_man_4h	At_XVE_GFP_man_4h	R0967	AT3G15190	plastid ribosomal protein S20	chloroplast; chloroplast envelope; chloroplast stroma; cytosol; plastid; ribonucleoprotein complex; ribosome	translation	mRNA binding; RNA binding; rRNA binding; structural constituent of ribosome	chloroplast 30S ribosomal protein S20 [Source:NCBI gene (formerly Entrezgene);Acc:820750]	Ribosomal protein S20; Ribosomal protein S20 superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FR53	1.3380102440198487	0.0354812194641427	19.677121750223648	37.71037930001366	8.015676041564528e-20	2.171335028980771e-18	At_XVE_RAPTOR_man_4h	At_XVE_GFP_man_4h	R0967	AT1G50030	F2J10.19;<br>F2J10_19;<br>target of rapamycin	cytoplasm; nucleus; polysome; protein-containing complex	abscisic acid biosynthetic process; auxin-activated signaling pathway; brassinosteroid mediated signaling pathway; defense response; dephosphorylation; embryo development ending in seed dormancy; gravitropism; negative regulation of autophagy; negative regulation of defense response to virus; phosphatidylinositol-3-phosphate biosynthetic process; phosphorylation; positive regulation of abscisic acid biosynthetic process; positive regulation of auxin mediated signaling pathway; positive regulation of brassinosteroid mediated signaling pathway; positive regulation of cell growth; positive regulation of DNA-templated transcription; positive regulation of embryonic development; positive regulation of glucose mediated signaling pathway; positive regulation of rRNA processing; post-embryonic development; response to auxin; response to rapamycin; response to stimulus; response to virus; rRNA transcription; sucrose mediated signaling	1-phosphatidylinositol-3-kinase activity; ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein self-association; protein serine kinase activity; protein serine/threonine kinase activity; protein-containing complex binding; transcription cis-regulatory region binding; transferase activity	target of rapamycin [Source:NCBI gene (formerly Entrezgene);Acc:841427]	Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT; FATC domain; FKBP12-rapamycin binding domain; Protein kinase-like domain superfamily; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; PIK-related kinase; Armadillo-type fold; Phosphatidylinositol 3/4-kinase, conserved site; Domain of unknown function DUF3385,  target of rapamycin protein; Serine/threonine-protein kinase TOR, catalytic domain; FKBP12-rapamycin binding domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FVQ1	1.1291653070206171	0.06547073939477237	23.587344591879425	17.2468696315163	7.138270715264527e-15	5.1434004480357196e-14	At_XVE_RAPTOR_man_4h	At_XVE_GFP_man_4h	R0967	AT1G48920	ATNUC-L1;<br>F27K7.6;<br>F27K7_6;<br>NUC1;<br>nucleolin 1;<br>nucleolin like 1;<br>PARALLEL 1;<br>PARL1	mitochondrion; nucleolus; nucleus	cotyledon vascular tissue pattern formation; leaf development; leaf vascular tissue pattern formation; petal vascular tissue pattern formation; ribosome biogenesis; root development; rRNA processing; sepal vascular tissue pattern formation; shoot system development	DNA binding; mRNA binding; nucleic acid binding; protein binding; RNA binding	nucleolin like 1 [Source:NCBI gene (formerly Entrezgene);Acc:841314]	RNA recognition motif domain; Nucleotide-binding alpha-beta plait domain superfamily; NUCL, RNA recognition motif 1; NUCL, RNA recognition motif 2; RNA-binding domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9M339	1.0942718674486074	0.06441925709634563	26.043440442011708	16.986719760086817	1.3096483566693454e-15	1.0862974741365887e-14	At_XVE_RAPTOR_man_4h	At_XVE_GFP_man_4h	R0967	AT3G53870	NA	cytosol; cytosolic ribosome; cytosolic small ribosomal subunit; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; RNA binding; structural constituent of ribosome	Ribosomal protein S3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:824554]	Ribosomal protein S3, C-terminal; K Homology domain, type 2; Ribosomal protein S3, eukaryotic/archaeal; K homology domain superfamily, prokaryotic type; K homology domain-like, alpha/beta; Ribosomal protein S3, C-terminal domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29514	1.1488142583150962	0.08449684928847463	22.21778208243483	13.59594195510192	3.00011289546806e-12	1.2022924337643531e-11	At_XVE_LST8_suc_24h	At_XVE_GFP_suc_24h	R0967	AT5G12250	beta-6 tubulin;<br>MXC9.21;<br>MXC9_21	cytoplasm; cytoskeleton; microtubule; microtubule cytoskeleton; plastid	cytoskeleton organization; microtubule-based process; response to cold	GTP binding; GTPase activity; metal ion binding; mRNA binding; nucleotide binding; structural constituent of cytoskeleton	beta-6 tubulin [Source:NCBI gene (formerly Entrezgene);Acc:831100]	Tubulin; Beta tubulin; Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, C-terminal; Beta tubulin, autoregulation binding site; Tubulin, conserved site; Tubulin/FtsZ, 2-layer sandwich domain; Tubulin, C-terminal; Tubulin/FtsZ, GTPase domain superfamily; Tubulin/FtsZ-like, C-terminal domain	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FR53	1.4185483231694596	0.03592949082435195	19.677121750223648	39.481447986677544	3.2855961547149384e-20	2.8124703084359874e-19	At_XVE_LST8_suc_24h	At_XVE_GFP_suc_24h	R0967	AT1G50030	F2J10.19;<br>F2J10_19;<br>target of rapamycin	cytoplasm; nucleus; polysome; protein-containing complex	abscisic acid biosynthetic process; auxin-activated signaling pathway; brassinosteroid mediated signaling pathway; defense response; dephosphorylation; embryo development ending in seed dormancy; gravitropism; negative regulation of autophagy; negative regulation of defense response to virus; phosphatidylinositol-3-phosphate biosynthetic process; phosphorylation; positive regulation of abscisic acid biosynthetic process; positive regulation of auxin mediated signaling pathway; positive regulation of brassinosteroid mediated signaling pathway; positive regulation of cell growth; positive regulation of DNA-templated transcription; positive regulation of embryonic development; positive regulation of glucose mediated signaling pathway; positive regulation of rRNA processing; post-embryonic development; response to auxin; response to rapamycin; response to stimulus; response to virus; rRNA transcription; sucrose mediated signaling	1-phosphatidylinositol-3-kinase activity; ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein self-association; protein serine kinase activity; protein serine/threonine kinase activity; protein-containing complex binding; transcription cis-regulatory region binding; transferase activity	target of rapamycin [Source:NCBI gene (formerly Entrezgene);Acc:841427]	Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT; FATC domain; FKBP12-rapamycin binding domain; Protein kinase-like domain superfamily; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; PIK-related kinase; Armadillo-type fold; Phosphatidylinositol 3/4-kinase, conserved site; Domain of unknown function DUF3385,  target of rapamycin protein; Serine/threonine-protein kinase TOR, catalytic domain; FKBP12-rapamycin binding domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LV27	4.1717074721183955	0.03924717644281815	19.781017759517265	106.2931871849797	9.448854181634812e-29	4.931840963097195e-27	At_XVE_LST8_suc_24h	At_XVE_GFP_suc_24h	R0967	AT3G18140	Lethal with Sec Thirteen 8-1	endosome; membrane; TORC1 complex; TORC2 complex	long-day photoperiodism; regulation of inositol biosynthetic process; regulation of raffinose biosynthetic process; response to stimulus; TOR signaling	protein binding	Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821339]	WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; WD40 repeat, conserved site; G-protein beta WD-40 repeat; WD40-repeat-containing domain superfamily; Target of rapamycin complex subunit LST8	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29514	1.12500131770073	0.08412935075797853	22.21778208243483	13.372280988321291	4.173245244894809e-12	1.1283447213764276e-11	At_XVE_RAPTOR_suc_24h	At_XVE_GFP_suc_24h	R0967	AT5G12250	beta-6 tubulin;<br>MXC9.21;<br>MXC9_21	cytoplasm; cytoskeleton; microtubule; microtubule cytoskeleton; plastid	cytoskeleton organization; microtubule-based process; response to cold	GTP binding; GTPase activity; metal ion binding; mRNA binding; nucleotide binding; structural constituent of cytoskeleton	beta-6 tubulin [Source:NCBI gene (formerly Entrezgene);Acc:831100]	Tubulin; Beta tubulin; Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, C-terminal; Beta tubulin, autoregulation binding site; Tubulin, conserved site; Tubulin/FtsZ, 2-layer sandwich domain; Tubulin, C-terminal; Tubulin/FtsZ, GTPase domain superfamily; Tubulin/FtsZ-like, C-terminal domain	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q43284	1.8922257523616832	0.10739751851288988	23.29593655702591	17.618896400614485	5.778462138029143e-15	1.9231584720656868e-14	At_XVE_RAPTOR_suc_24h	At_XVE_GFP_suc_24h	R0967	AT5G51210	MWD22.16;<br>MWD22_16;<br>oleosin3	lipid droplet; membrane; monolayer-surrounded lipid storage body	post-embryonic development; reproductive structure development	molecular_function	oleosin3 [Source:NCBI gene (formerly Entrezgene);Acc:835196]	Oleosin	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q93YQ1	3.3436789854942344	0.0300529862619908	22.13338165447885	111.25945875545544	6.44397013062883e-32	9.850068628246926e-30	At_XVE_RAPTOR_suc_24h	At_XVE_GFP_suc_24h	R0967	AT3G08850	ATRAPTOR1B;<br>RAPTOR1B	Cul4-RING E3 ubiquitin ligase complex; cytoplasm; TORC1 complex	embryo development ending in seed dormancy; maintenance of shoot apical meristem identity; negative regulation of autophagy; TOR signaling	kinase binding; protein binding	Regulatory-associated protein of TOR 1 [Source:NCBI gene (formerly Entrezgene);Acc:820032]	WD40 repeat; Regulatory associated protein of TOR; Armadillo-like helical; WD40/YVTN repeat-like-containing domain superfamily; Armadillo-type fold; Raptor, N-terminal CASPase-like domain; WD40-repeat-containing domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FR53	2.96578947073647	0.03576859335445949	19.677121750223648	82.91602192309041	1.6414684613742513e-26	2.9272854227840807e-25	At_XVE_RAPTOR_suc_24h	At_XVE_GFP_suc_24h	R0967	AT1G50030	F2J10.19;<br>F2J10_19;<br>target of rapamycin	cytoplasm; nucleus; polysome; protein-containing complex	abscisic acid biosynthetic process; auxin-activated signaling pathway; brassinosteroid mediated signaling pathway; defense response; dephosphorylation; embryo development ending in seed dormancy; gravitropism; negative regulation of autophagy; negative regulation of defense response to virus; phosphatidylinositol-3-phosphate biosynthetic process; phosphorylation; positive regulation of abscisic acid biosynthetic process; positive regulation of auxin mediated signaling pathway; positive regulation of brassinosteroid mediated signaling pathway; positive regulation of cell growth; positive regulation of DNA-templated transcription; positive regulation of embryonic development; positive regulation of glucose mediated signaling pathway; positive regulation of rRNA processing; post-embryonic development; response to auxin; response to rapamycin; response to stimulus; response to virus; rRNA transcription; sucrose mediated signaling	1-phosphatidylinositol-3-kinase activity; ATP binding; identical protein binding; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein self-association; protein serine kinase activity; protein serine/threonine kinase activity; protein-containing complex binding; transcription cis-regulatory region binding; transferase activity	target of rapamycin [Source:NCBI gene (formerly Entrezgene);Acc:841427]	Phosphatidylinositol 3-/4-kinase, catalytic domain; PIK-related kinase, FAT; FATC domain; FKBP12-rapamycin binding domain; Protein kinase-like domain superfamily; Armadillo-like helical; Tetratricopeptide-like helical domain superfamily; PIK-related kinase; Armadillo-type fold; Phosphatidylinositol 3/4-kinase, conserved site; Domain of unknown function DUF3385,  target of rapamycin protein; Serine/threonine-protein kinase TOR, catalytic domain; FKBP12-rapamycin binding domain superfamily; Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LJV8	1.1670989241109608	0.07284237460662157	21.693213635979312	16.022252575012406	1.6709743735020864e-13	5.001237985027224e-13	At_XVE_RAPTOR_suc_24h	At_XVE_GFP_suc_24h	R0967	AT3G29075	NA	NA	biological_process	phosphatidic acid binding	glycine-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:822552]	PLD-regulated protein1-like	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O04603	1.7176443719688712	0.0637931974437978	20.43050867146858	26.925196428382925	1.9482538453957423e-17	2.0141368256748254e-16	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT4G01310	F2N1.5;<br>F2N1_5	chloroplast; chloroplast envelope; chloroplast stroma; cytosol; cytosolic ribosome; plastid; ribonucleoprotein complex; ribosome	translation	mRNA binding; RNA binding; rRNA binding; structural constituent of ribosome	Ribosomal L5P family protein [Source:NCBI gene (formerly Entrezgene);Acc:827947]	Ribosomal protein L5; Ribosomal protein L5, conserved site; Ribosomal protein L5, bacterial-type; Ribosomal protein L5 domain superfamily; Ribosomal protein L5, C-terminal; Ribosomal protein L5, N-terminal	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29514	2.092966792689908	0.0815303249942495	22.21778208243483	25.671022320069607	5.199702451143959e-18	6.251327665982063e-17	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G12250	beta-6 tubulin;<br>MXC9.21;<br>MXC9_21	cytoplasm; cytoskeleton; microtubule; microtubule cytoskeleton; plastid	cytoskeleton organization; microtubule-based process; response to cold	GTP binding; GTPase activity; metal ion binding; mRNA binding; nucleotide binding; structural constituent of cytoskeleton	beta-6 tubulin [Source:NCBI gene (formerly Entrezgene);Acc:831100]	Tubulin; Beta tubulin; Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, C-terminal; Beta tubulin, autoregulation binding site; Tubulin, conserved site; Tubulin/FtsZ, 2-layer sandwich domain; Tubulin, C-terminal; Tubulin/FtsZ, GTPase domain superfamily; Tubulin/FtsZ-like, C-terminal domain	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P92959	2.5627136669002155	0.06386408370795062	23.9168116073468	40.12761975290309	1.871849807146335e-23	9.53752044593609e-22	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G54600	MRB17.10;<br>MRB17_10;<br>plastid ribosomal protein L24;<br>SUPPRESSOR OF VARIEGATION 8;<br>SVR8	chloroplast; chloroplast envelope; chloroplast stroma; plastid; ribonucleoprotein complex; ribosome	plastid translation; translation	mRNA binding; RNA binding; rRNA binding; structural constituent of ribosome	Translation protein SH3-like family protein [Source:NCBI gene (formerly Entrezgene);Acc:835549]	Ribosomal protein L24; KOW; Ribosomal protein L24/L26, conserved site; Translation protein SH3-like domain superfamily; Ribosomal protein L2, domain 2; Ribosomal protein L26/L24, KOW domain	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08112	1.902327560667208	0.07760849663821824	24.083262853888037	24.51184655122424	1.5357306067535576e-18	2.041281676057524e-17	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G04270	cytosolic ribosomal protein S15;<br>F19P19.29;<br>F19P19_29;<br>RIBOSOMAL PROTEIN S15	cytoplasm; cytosolic ribosome; cytosolic small ribosomal subunit; extracellular region; plant-type vacuole; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; RNA binding; structural constituent of ribosome	cytosolic ribosomal protein S15 [Source:NCBI gene (formerly Entrezgene);Acc:839564]	Ribosomal protein S19/S15; Ribosomal protein S19A/S15e; Ribosomal protein S15/S19, conserved site; Ribosomal protein S19/S15, superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ASV6	2.129821860102868	0.08868243778721836	22.20697123462918	24.01627552473343	2.203039076045385e-17	2.245001725112916e-16	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G15190	plastid ribosomal protein S20	chloroplast; chloroplast envelope; chloroplast stroma; cytosol; plastid; ribonucleoprotein complex; ribosome	translation	mRNA binding; RNA binding; rRNA binding; structural constituent of ribosome	chloroplast 30S ribosomal protein S20 [Source:NCBI gene (formerly Entrezgene);Acc:820750]	Ribosomal protein S20; Ribosomal protein S20 superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FHG2	2.180748607738245	0.06356336646753794	23.059747647889743	34.308261643944896	2.6925474318393575e-21	6.195754305522823e-20	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G46430	K11I1.2;<br>K11I1_2	cytosolic large ribosomal subunit; plastid; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein L32e [Source:NCBI gene (formerly Entrezgene);Acc:834686]	Ribosomal protein L32e; Ribosomal protein L32e, conserved site; Ribosomal protein L32e superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FZ76	1.05747463197707	0.08262722204505589	25.74653248930137	12.798138504528673	1.1502154666135253e-12	4.798169782754278e-12	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G18540	F25I16.12;<br>F25I16_12	cytosolic large ribosomal subunit; cytosolic ribosome; endoplasmic reticulum; nucleus; plasma membrane; plasmodesma; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein L6 family protein [Source:NCBI gene (formerly Entrezgene);Acc:838435]	60S ribosomal protein L6E; Ribosomal protein L6, N-terminal; Translation protein SH3-like domain superfamily; Ribosomal protein L2, domain 2; Ribosomal Protein L6, KOW domain	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LV27	3.965733608324656	0.04386370405500688	19.781017759517265	90.41036760943544	2.3067188290372025e-27	3.2909188627597417e-25	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G18140	Lethal with Sec Thirteen 8-1	endosome; membrane; TORC1 complex; TORC2 complex	long-day photoperiodism; regulation of inositol biosynthetic process; regulation of raffinose biosynthetic process; response to stimulus; TOR signaling	protein binding	Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821339]	WD40 repeat; WD40/YVTN repeat-like-containing domain superfamily; WD40 repeat, conserved site; G-protein beta WD-40 repeat; WD40-repeat-containing domain superfamily; Target of rapamycin complex subunit LST8	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9M339	1.0280263534706682	0.06694097450035945	26.043440442011708	15.357206272298113	1.438112520171647e-14	8.035406770671867e-14	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G53870	NA	cytosol; cytosolic ribosome; cytosolic small ribosomal subunit; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; RNA binding; structural constituent of ribosome	Ribosomal protein S3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:824554]	Ribosomal protein S3, C-terminal; K Homology domain, type 2; Ribosomal protein S3, eukaryotic/archaeal; K homology domain superfamily, prokaryotic type; K homology domain-like, alpha/beta; Ribosomal protein S3, C-terminal domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SRX2	2.8767511505050924	0.09104445571041292	22.049841319772355	31.59721399900766	7.395803460569233e-20	1.3080181326957155e-18	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G02780	embryo defective 2386;<br>T14P4.34	cytosol; cytosolic large ribosomal subunit; cytosolic ribosome; extracellular region; nucleolus; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome	translation	mRNA binding; RNA binding; structural constituent of ribosome	Ribosomal protein L19e family protein [Source:NCBI gene (formerly Entrezgene);Acc:839407]	Ribosomal protein L19/L19e; Ribosomal protein L19/L19e, domain 1; Ribosomal protein L19/L19e conserved site; Ribosomal protein L19, eukaryotic; Ribosomal protein L19/L19e superfamily; 60S ribosomal protein L19	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LJV8	1.0317247083565937	0.07643071888584223	21.693213635979312	13.498822507447418	4.9661211607273815e-12	1.8977677292779636e-11	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G29075	NA	NA	biological_process	phosphatidic acid binding	glycine-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:822552]	PLD-regulated protein1-like	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SR09	1.4583292673961468	0.0954792833971584	24.366520586523087	15.273776839422204	5.5630977954759224e-14	2.875610937758085e-13	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G04650	F7O18.13<br>F7O18_13	chloroplast; cytosol	NA	molecular_function	FAD/NAD(P)-binding oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:819623]	FAD/NAD(P)-binding domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O04603	1.6203985441772173	0.05733912323467367	20.43050867146858	28.25991143159549	7.431746780867579e-18	6.738956826718907e-17	At_XVE_RAPTOR_suc_4h	At_XVE_GFP_suc_4h	R0967	AT4G01310	F2N1.5;<br>F2N1_5	chloroplast; chloroplast envelope; chloroplast stroma; cytosol; cytosolic ribosome; plastid; ribonucleoprotein complex; ribosome	translation	mRNA binding; RNA binding; rRNA binding; structural constituent of ribosome	Ribosomal L5P family protein [Source:NCBI gene (formerly Entrezgene);Acc:827947]	Ribosomal protein L5; Ribosomal protein L5, conserved site; Ribosomal protein L5, bacterial-type; Ribosomal protein L5 domain superfamily; Ribosomal protein L5, C-terminal; Ribosomal protein L5, N-terminal	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29514	1.2291123679342033	0.07872449340131726	22.21778208243483	15.612832993011512	1.836638386046823e-13	7.602332971257642e-13	At_XVE_RAPTOR_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G12250	beta-6 tubulin;<br>MXC9.21;<br>MXC9_21	cytoplasm; cytoskeleton; microtubule; microtubule cytoskeleton; plastid	cytoskeleton organization; microtubule-based process; response to cold	GTP binding; GTPase activity; metal ion binding; mRNA binding; nucleotide binding; structural constituent of cytoskeleton	beta-6 tubulin [Source:NCBI gene (formerly Entrezgene);Acc:831100]	Tubulin; Beta tubulin; Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, C-terminal; Beta tubulin, autoregulation binding site; Tubulin, conserved site; Tubulin/FtsZ, 2-layer sandwich domain; Tubulin, C-terminal; Tubulin/FtsZ, GTPase domain superfamily; Tubulin/FtsZ-like, C-terminal domain	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P92959	2.2223088200232572	0.05966162495569541	23.9168116073468	37.24854664407043	1.0811318541271608e-22	3.213364121989061e-21	At_XVE_RAPTOR_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G54600	MRB17.10;<br>MRB17_10;<br>plastid ribosomal protein L24;<br>SUPPRESSOR OF VARIEGATION 8;<br>SVR8	chloroplast; chloroplast envelope; chloroplast stroma; plastid; ribonucleoprotein complex; ribosome	plastid translation; translation	mRNA binding; RNA binding; rRNA binding; structural constituent of ribosome	Translation protein SH3-like family protein [Source:NCBI gene (formerly Entrezgene);Acc:835549]	Ribosomal protein L24; KOW; Ribosomal protein L24/L26, conserved site; Translation protein SH3-like domain superfamily; Ribosomal protein L2, domain 2; Ribosomal protein L26/L24, KOW domain	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q08112	2.1293327064526464	0.07491634927256642	24.083262853888037	28.42280392902682	4.874164784866577e-20	7.345572281418645e-19	At_XVE_RAPTOR_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G04270	cytosolic ribosomal protein S15;<br>F19P19.29;<br>F19P19_29;<br>RIBOSOMAL PROTEIN S15	cytoplasm; cytosolic ribosome; cytosolic small ribosomal subunit; extracellular region; plant-type vacuole; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; RNA binding; structural constituent of ribosome	cytosolic ribosomal protein S15 [Source:NCBI gene (formerly Entrezgene);Acc:839564]	Ribosomal protein S19/S15; Ribosomal protein S19A/S15e; Ribosomal protein S15/S19, conserved site; Ribosomal protein S19/S15, superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q43284	2.3094269845644444	0.1073975185128899	23.29593655702591	21.503541390365235	7.223989168084907e-17	5.028207369048462e-16	At_XVE_RAPTOR_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G51210	MWD22.16;<br>MWD22_16;<br>oleosin3	lipid droplet; membrane; monolayer-surrounded lipid storage body	post-embryonic development; reproductive structure development	molecular_function	oleosin3 [Source:NCBI gene (formerly Entrezgene);Acc:835196]	Oleosin	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q93YQ1	2.2729494740974134	0.02659241764188815	22.13338165447885	85.47359268745397	2.1768564128930702e-29	1.1646181808977927e-26	At_XVE_RAPTOR_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G08850	ATRAPTOR1B;<br>RAPTOR1B	Cul4-RING E3 ubiquitin ligase complex; cytoplasm; TORC1 complex	embryo development ending in seed dormancy; maintenance of shoot apical meristem identity; negative regulation of autophagy; TOR signaling	kinase binding; protein binding	Regulatory-associated protein of TOR 1 [Source:NCBI gene (formerly Entrezgene);Acc:820032]	WD40 repeat; Regulatory associated protein of TOR; Armadillo-like helical; WD40/YVTN repeat-like-containing domain superfamily; Armadillo-type fold; Raptor, N-terminal CASPase-like domain; WD40-repeat-containing domain superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ASV6	2.8688912740264145	0.08987331738946339	22.20697123462918	31.92150192469427	4.717661027917641e-20	7.160138014002661e-19	At_XVE_RAPTOR_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G15190	plastid ribosomal protein S20	chloroplast; chloroplast envelope; chloroplast stroma; cytosol; plastid; ribonucleoprotein complex; ribosome	translation	mRNA binding; RNA binding; rRNA binding; structural constituent of ribosome	chloroplast 30S ribosomal protein S20 [Source:NCBI gene (formerly Entrezgene);Acc:820750]	Ribosomal protein S20; Ribosomal protein S20 superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FHG2	2.155552773118354	0.05958321538875082	23.059747647889743	36.17718109125943	8.095915664882904e-22	1.925028835872158e-20	At_XVE_RAPTOR_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G46430	K11I1.2;<br>K11I1_2	cytosolic large ribosomal subunit; plastid; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein L32e [Source:NCBI gene (formerly Entrezgene);Acc:834686]	Ribosomal protein L32e; Ribosomal protein L32e, conserved site; Ribosomal protein L32e superfamily	Q93YQ1	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
