protein	logFC	se	df	t	pval	adjPval	group1	group2	batch	gene	Synonyms	GO cellular component	GO biological process	GO molecular function	Description	Interpro terms	bait	control	sphere	Description.x	Cluster order	Unique identifier	Protein	Description.y	Symbol	Residue	Localization probability	Sequence window (-15, +15)	Tryptic phosphopeptides with phosphorylation localization probability
Q93VP3	1.1567700144849216	0.10664568391389512	24.327582172546222	10.846852606045346	8.371427900827321e-11	2.7731974779830443e-10	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G26630	ATELF5A-2;<br>ELF5A-2;<br>EUKARYOTIC ELONGATION FACTOR 5A-2;<br>FUMONISIN B1-RESISTANT12;<br>T24P13.1;<br>T24P13_1	cytoplasm; cytosol; nucleus	defense response to bacterium; positive regulation of translational elongation; positive regulation of translational termination; programmed cell death; programmed cell death induced by symbiont; response to bacterium; response to wounding; translation; translational elongation; translational initiation	mRNA binding; ribosome binding; RNA binding; translation elongation factor activity; translation initiation factor activity	Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein [Source:NCBI gene (formerly Entrezgene);Acc:839203]	Translation elongation factor IF5A-like; Translation protein SH3-like domain superfamily; Nucleic acid-binding, OB-fold; Ribosomal protein L2, domain 2; Translation elongation factor, IF5A, hypusine site; Translation elongation factor, IF5A C-terminal	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q93ZE8	2.614314642232986	0.14258880823754538	22.007708103177144	18.33464122848742	8.072899799047636e-15	4.7461553763631706e-14	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT2G25110	Arabidopsis thaliana STROMAL CELL-DERIVED FACTOR 2-like protein precursor;<br>AtSDF2;<br>ATSDF2-LIKE;<br>ATSDL;<br>F13D4.70;<br>F13D4_70;<br>stromal cell-derived factor 2-like protein precursor	endoplasmic reticulum; vacuole	defense response; defense response to bacterium; defense response to fungus; pattern recognition receptor signaling pathway	NA	stromal cell-derived factor 2-like protein [Source:NCBI gene (formerly Entrezgene);Acc:817049]	MIR motif; Mir domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q940B0	1.978857671099918	0.07565963294997044	22.964907974086373	26.154735278829964	1.3584931140173855e-18	1.8399843443020283e-17	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G27850	F14I23.10;<br>F14I23_10	cytosolic large ribosomal subunit; cytosolic ribosome; plasmodesma; plastid; ribonucleoprotein complex; ribosome; vacuole	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein L18e/L15 superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832848]	Ribosomal protein L18e; Ribosomal protein L18e/L15P; Ribosomal L18e/L15P superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q944S1	1.3826065520321429	0.12993543242768218	22.189625583434378	10.640719980684686	3.501335722992651e-10	1.0906635294329363e-9	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G59990	EMBRYO DEFECTIVE 3108;<br>HEAVY SEED 3;<br>HS3;<br>RH22;<br>RNA helicase 22;<br>T2K10.4;<br>T2K10_4	chloroplast	NA	ATP binding; ATP hydrolysis activity; helicase activity; hydrolase activity; mRNA binding; nucleic acid binding; nucleotide binding; RNA binding; RNA helicase activity	DEA(D/H)-box RNA helicase family protein [Source:NCBI gene (formerly Entrezgene);Acc:842293]	Helicase, C-terminal; DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain; RNA helicase, DEAD-box type, Q motif; P-loop containing nucleoside triphosphate hydrolase	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q949S9	3.021895973718082	0.3857908532965841	23.24992960855277	7.832990201545659	5.7039825617395275e-8	1.458365911842603e-7	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G18165	4;<br>Modifier of snc1	cytosol; nucleolus; nucleus; spliceosomal complex	defense response; defense response to bacterium; defense response to fungus; immune system process; innate immune response; mRNA processing; RNA splicing	protein binding	modifier of snc1,4 [Source:NCBI gene (formerly Entrezgene);Acc:821343]	Pre-mRNA-splicing factor SPF27	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q94AF7	2.5870137043789647	0.08221756543933681	24.207356045898045	31.46546228357686	3.7635362404319446e-21	8.3030593345612e-20	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT2G07340	PREFOLDIN 1<br>T13E11.11<br>T13E11_11	cytoplasm; cytosol; mitochondrion; nucleus; prefoldin complex	cellular response to gibberellin stimulus; cortical microtubule organization; mRNA processing; protein folding; response to cold	protein binding; unfolded protein binding	PREFOLDIN 1 [Source:NCBI gene (formerly Entrezgene);Acc:815304]	Prefoldin beta-like; Prefoldin	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q94BR4	1.065314885370344	0.15406486074976816	22.736871146529687	6.914716828911599	5.065698936576689e-7	1.186060801342901e-6	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G04510	F19P19.2;<br>F19P19_2;<br>MOS4-associated  complex 3A;<br>MOS4-associated complex 3A	extracellular region; nucleolus; nucleus; Prp19 complex; spliceosomal complex	cellular response to DNA damage stimulus; defense response; defense response to bacterium; DNA repair; immune system process; innate immune response; mRNA processing; mRNA splicing, via spliceosome; protein K63-linked ubiquitination; protein ubiquitination; RNA splicing	protein binding; transferase activity; ubiquitin protein ligase activity; ubiquitin-protein transferase activity	MOS4-associated complex 3A [Source:NCBI gene (formerly Entrezgene);Acc:839503]	WD40 repeat; U-box domain; Zinc finger, RING/FYVE/PHD-type; Pre-mRNA-splicing factor 19; WD40/YVTN repeat-like-containing domain superfamily; WD40-repeat-containing domain superfamily; Pre-mRNA-processing factor 19	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q94JX9	1.4236826970937893	0.15731627866910175	23.942864058428995	9.049811685975335	3.399331134636148e-9	9.751432477374474e-9	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G49470	nascent polypeptide-associated complex subunit alpha-like protein 2	cytosol; nascent polypeptide-associated complex	protein transport	mRNA binding	nascent polypeptide-associated complex subunit alpha-like protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:824109]	Nascent polypeptide-associated complex NAC domain; Nascent polypeptide-associated complex subunit alpha; NAC A/B domain superfamily; Nascent polypeptide-associated complex subunit alpha-like, UBA domain	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q94K75	1.4733866213953342	0.13058396490886476	22.5499404094598	11.283059313014569	9.524694575375264e-11	3.1358225217389327e-10	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G06190	F9P14.5;<br>F9P14_5;<br>Rho-N 1	chloroplast; extracellular region; plastid	chloroplast mRNA processing; chloroplast rRNA processing; DNA-templated transcription termination	mRNA binding; protein binding; protein self-association; RNA binding; rRNA binding	Rho termination factor [Source:NCBI gene (formerly Entrezgene);Acc:837128]	Rho termination factor, N-terminal	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q95749	2.067992649015877	0.0759976836825669	24.65046287387191	27.211258933280533	6.610663231068889e-20	1.1789016095406188e-18	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	NA	NA	NA	NA	NA	NA	NA	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C514	1.160691338087252	0.04533304884088242	24.87649790497951	25.60364607642522	2.1553655049793793e-19	3.3667753143473515e-18	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G48830	F11I4.1;<br>F11I4_1	cytosolic ribosome; cytosolic small ribosomal subunit; nucleus; plant-type cell wall; polysomal ribosome; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein S7e family protein [Source:NCBI gene (formerly Entrezgene);Acc:841305]	Ribosomal protein S7e	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C6I8	1.1717345458912505	0.06860662761109991	22.562465104102003	17.079028465490044	2.141377567581369e-14	1.1514455072923004e-13	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G50920	F8A12.14;<br>F8A12_14	nucleolus; nucleus	ribosome biogenesis	GTP binding; heterocyclic compound binding; mRNA binding; nucleotide binding; organic cyclic compound binding	Nucleolar GTP-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:841514]	GTP binding domain; Nucleolar GTP-binding protein 1, Rossman-fold domain; NOG, C-terminal; Nucleolar GTP-binding protein 1; P-loop containing nucleoside triphosphate hydrolase; OBG-type guanine nucleotide-binding (G) domain; NOG1, N-terminal helical domain	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C744	2.141129365345211	0.08174303826594839	19.61390568409668	26.1934154977102	9.895797978729167e-17	8.539115997774362e-16	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G48760	delta-adaptin;<br>F11I4.7;<br>F11I4_7;<br>PAT4;<br>PROTEIN-AFFECTED TRAFFICKING 4	AP-3 adaptor complex; cytoplasm; Golgi apparatus; Golgi membrane; membrane; membrane coat; nucleus	endosome organization; intracellular protein transport; lytic vacuole organization; protein storage vacuole organization; protein transport; vesicle targeting; vesicle-mediated transport	protein binding	delta-adaptin [Source:NCBI gene (formerly Entrezgene);Acc:841298]	Clathrin/coatomer adaptor, adaptin-like, N-terminal; Armadillo-like helical; Armadillo-type fold; Adaptor protein complex AP-3, delta subunit	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C7E7	1.8868340071760568	0.0636024738923224	23.220128475075924	29.666047430331492	5.753634106713916e-20	1.0434556769803203e-18	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G28060	F13K9.16;<br>F13K9_16;<br>RDM16;<br>RNA-directed DNA methylation 16	nucleoplasm; nucleus; U4/U6 x U5 tri-snRNP complex	embryo development ending in seed dormancy; mRNA processing; mRNA splicing, via spliceosome; regulation of DNA methylation; RNA splicing	NA	Pre-mRNA-splicing factor 3 [Source:NCBI gene (formerly Entrezgene);Acc:839699]	Small nuclear ribonucleoprotein Prp3, C-terminal domain; Pre-mRNA-splicing factor 3; U4/U6 small nuclear ribonucleoprotein Prp3	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C8F1	2.7109817422033347	0.08690697960992436	25.161845768035825	31.194062368424017	1.2357276180698395e-21	3.0050648893971097e-20	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G36730	T15P17.7;<br>T15P17_7	NA	translation; translational initiation	GTP binding; nucleotide binding; protein binding; translation initiation factor activity	Translation initiation factor IF2/IF5 [Source:NCBI gene (formerly Entrezgene);Acc:840582]	Translation initiation factor IF2/IF5 domain; W2 domain; Armadillo-type fold; Translation initiation factor IF2/IF5, N-terminal; Translation initiation factor IF2/IF5, zinc-binding; Translation initiation factor IF2/IF5	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C9C5	1.9622412350721632	0.09510403837790175	22.710668584589996	20.632575320041376	3.3047723137553893e-16	2.499015106514676e-15	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G74050	F2P9.8;<br>F2P9_8	cytosolic large ribosomal subunit; mitochondrion; plasmodesma; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein L6 family protein [Source:NCBI gene (formerly Entrezgene);Acc:843744]	60S ribosomal protein L6E; Ribosomal protein L6, N-terminal; Translation protein SH3-like domain superfamily; Ribosomal protein L2, domain 2; Ribosomal Protein L6, KOW domain	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FE58	1.4713610879054742	0.0690375769409837	23.44544877915731	21.31246710995169	7.52503064433683e-17	6.73789354764888e-16	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G27770	NA	cytosolic large ribosomal subunit; nucleolus; plastid; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal L22e protein family [Source:NCBI gene (formerly Entrezgene);Acc:832839]	Ribosomal protein L22e; Ribosomal protein L22e superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FFD8	2.286953116919714	0.216246095849201	24.14717563804787	10.5756966753033	1.520255220847685e-10	4.951820658468867e-10	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G16470	MBS2;<br>METHYLENE BLUE SENSITIVITY 2;<br>MQK4.20;<br>MQK4_20	cytoplasm; cytoplasmic stress granule; nucleus; plastid	cellular response to singlet oxygen; leaf senescence; regulation of DNA-templated transcription; regulation of leaf senescence; response to photooxidative stress	DNA-binding transcription factor activity	zinc finger (C2H2 type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:831508]	Zinc finger protein MBS1/2-like	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FHG2	2.180748607738245	0.06356336646753794	23.059747647889743	34.308261643944896	2.6925474318393575e-21	6.195754305522823e-20	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G46430	K11I1.2;<br>K11I1_2	cytosolic large ribosomal subunit; plastid; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein L32e [Source:NCBI gene (formerly Entrezgene);Acc:834686]	Ribosomal protein L32e; Ribosomal protein L32e, conserved site; Ribosomal protein L32e superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FJA6	1.8470026265479864	0.08232824617679432	20.475672931756502	22.434616456928698	6.8370938328255015e-16	4.976660136818562e-15	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G35530	MOK9.14;<br>MOK9_14	cytosolic ribosome; cytosolic small ribosomal subunit; nucleolus; plasmodesma; plastid; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; RNA binding; structural constituent of ribosome	Ribosomal protein S3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:833518]	Ribosomal protein S3, C-terminal; K Homology domain, type 2; Ribosomal protein S3, eukaryotic/archaeal; K homology domain superfamily, prokaryotic type; K homology domain-like, alpha/beta; Ribosomal protein S3, C-terminal domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FKI4	2.873265818574358	0.10721507674041508	21.27339258369671	26.79908372897028	7.025911265604419e-18	8.171440276300791e-17	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G13780	MXE10.7;<br>MXE10_7	cytosol; NatA complex; plastid	embryo development ending in seed dormancy; N-terminal protein amino acid acetylation; response to water deprivation	acyltransferase activity; acyltransferase activity, transferring groups other than amino-acyl groups; mRNA binding; N-acetyltransferase activity; peptide alpha-N-acetyltransferase activity; transferase activity	Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831223]	GNAT domain; Acyl-CoA N-acyltransferase; N-acetyltransferase Ard1-like	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FLQ4	2.227050305852768	0.0873650365589194	20.755395844478215	25.49132231348446	3.81256649918749e-17	3.742611150578546e-16	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G55070	MCO15.2;<br>MCO15_2	cytosolic ribosome; mitochondrion; oxoglutarate dehydrogenase complex; plastid	L-lysine catabolic process to acetyl-CoA via saccharopine; tricarboxylic acid cycle	acyltransferase activity; dihydrolipoyllysine-residue succinyltransferase activity; salicylic acid binding; transferase activity; zinc ion binding	Dihydrolipoamide succinyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:835598]	Biotin/lipoyl attachment; 2-oxoacid dehydrogenase acyltransferase, catalytic domain; 2-oxo acid dehydrogenase, lipoyl-binding site; Dihydrolipoamide succinyltransferase; Single hybrid motif; Chloramphenicol acetyltransferase-like domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FN41	2.3066197734019727	0.15597826087758396	22.56526161628451	14.788084957635675	4.2632481106729834e-13	1.881103290070141e-12	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G53850	DEHYDRATASE-ENOLASE-PHOSPHATASE-COMPLEX 1;<br>DEP1;<br>K19P17.1;<br>K19P17_1	chloroplast; chloroplast stroma; cytoplasm; cytosol; plastid	amino acid biosynthetic process; L-methionine salvage from methylthioadenosine; L-methionine salvage from S-adenosylmethionine; metabolic process; methionine biosynthetic process	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity; acireductone synthase activity; catalytic activity; hydrolase activity; lyase activity; magnesium ion binding; metal ion binding; methylthioribulose 1-phosphate dehydratase activity; zinc ion binding	haloacid dehalogenase-like hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:835466]	Class II aldolase/adducin N-terminal; HAD hydrolase, subfamily IA; Methylthioribulose-1-phosphate dehydratase; HAD superfamily; Enolase-phosphatase E1; Probable bifunctional methylthioribulose-1-phosphate dehydratase/enolase-phosphatase E1; Methylthioribulose-1-phosphate dehydratase, eukaryotes; Class II aldolase/adducin N-terminal domain superfamily; HAD-like superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FNP8	1.352353911212885	0.06321414582344832	22.037111332945617	21.393216559310844	3.11835569872647e-16	2.3833147125980878e-15	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G61170	MAF19.23;<br>MAF19_23	cytosolic ribosome; cytosolic small ribosomal subunit; plant-type vacuole; plastid; polysomal ribosome; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein S19e family protein [Source:NCBI gene (formerly Entrezgene);Acc:836238]	Ribosomal protein S19e; Ribosomal protein S19e, conserved site; Winged helix-like DNA-binding domain superfamily; Winged helix DNA-binding domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FNX5	1.0462057730344194	0.05039484632053126	25.147128735786666	20.76017389516647	2.419081373494965e-17	2.4534758953929983e-16	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G60190	ADL1E;<br>ADL4;<br>ADLP2;<br>ARABIDOPSIS DYNAMIN-LIKE 4;<br>DRP1E;<br>DYNAMIN-like 1E;<br>DYNAMIN-LIKE PROTEIN 2;<br>DYNAMIN-RELATED PROTEIN 1E;<br>EDR3;<br>ENHANCED DISEASE RESISTANCE 3;<br>F27H5.4	cytoplasm; cytoskeleton; cytosol; intracellular organelle; microtubule; mitochondrion; phragmoplast; plant-type vacuole; plasma membrane; plasmodesma	cell cycle; cell division; defense response to fungus; vesicle-mediated transport	GTP binding; GTPase activity; hydrolase activity; nucleotide binding	DYNAMIN-like 1E [Source:NCBI gene (formerly Entrezgene);Acc:825189]	Dynamin stalk domain; Dynamin, GTPase domain; Dynamin GTPase effector; Dynamin, GTPase region, conserved site; GTPase effector domain; Dynamin; P-loop containing nucleoside triphosphate hydrolase; Dynamin-type guanine nucleotide-binding (G) domain; Dynamin, N-terminal	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FPG2	2.480356849776316	0.14882629324727772	20.676501373042008	16.66611991508218	1.8502351813972073e-13	8.645203686004418e-13	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G76405	NA	chloroplast; chloroplast envelope; chloroplast outer membrane; etioplast membrane; membrane; mitochondrion; plastid; plastid outer membrane; pore complex	monoatomic anion transmembrane transport; monoatomic ion transport; regulation of monoatomic anion transport; transmembrane transport	porin activity; voltage-gated monoatomic anion channel activity	outer envelope pore 21B-like protein [Source:NCBI gene (formerly Entrezgene);Acc:843973]	Outer envelope pore protein 21	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FXI5	2.3350017115140047	0.12885849476715855	23.78632562992324	18.12066574061141	2.0114127079685625e-15	1.3244379061700687e-14	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G19870	F6F9.8;<br>F6F9_8;<br>IQ-domain 32;<br>IQD32	chloroplast envelope; cytoplasm; cytoskeleton; microtubule associated complex; nucleus; plasma membrane	NA	calmodulin binding; protein binding	IQ-domain 32 [Source:NCBI gene (formerly Entrezgene);Acc:838575]	IQ motif, EF-hand binding site; Domain of unknown function DUF4005	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FY64	2.541635846923392	0.07892891882576544	23.461009847029295	32.20157940505963	6.326617487226017e-21	1.3018232137176608e-19	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT5G09510	T5E8.310;<br>T5E8_310	cytoplasm; cytosolic ribosome; cytosolic small ribosomal subunit; nucleolus; plant-type vacuole; plasma membrane; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome; small ribosomal subunit	translation	mRNA binding; RNA binding; structural constituent of ribosome	Ribosomal protein S19 family protein [Source:NCBI gene (formerly Entrezgene);Acc:830810]	Ribosomal protein S19/S15; Ribosomal protein S19A/S15e; Ribosomal protein S15/S19, conserved site; Ribosomal protein S19/S15, superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9FZH0	1.2702687891610958	0.09808696276379313	25.12797888345616	12.950434526350636	1.275886648717555e-12	5.291467884216217e-12	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G41880	F5A13.4;<br>F5A13_4	cytosolic large ribosomal subunit; nucleus; ribonucleoprotein complex; ribosome	translation	mRNA binding; structural constituent of ribosome	Ribosomal protein L35Ae family protein [Source:NCBI gene (formerly Entrezgene);Acc:840799]	Ribosomal protein L35A; Translation protein, beta-barrel domain superfamily; Ribosomal protein L35Ae, conserved site; Ribosomal protein L35A superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LD43	1.3556089239205071	0.04960767595023741	23.39692696396292	27.326596095337127	2.9343533224926624e-19	4.51763748930525e-18	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT2G38040	acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit;<br>CARBOXYLTRANSFERASE ALPHA SUBUNIT;<br>T8P21.5;<br>T8P21_5	acetyl-CoA carboxylase complex; chloroplast; chloroplast envelope; chloroplast inner membrane; chloroplast stroma; endoplasmic reticulum; membrane; plastid; plastid inner membrane	fatty acid biosynthetic process; fatty acid metabolic process; lipid metabolic process; malonyl-CoA biosynthetic process	acetyl-CoA carboxylase activity; ATP binding; carboxyl- or carbamoyltransferase activity; ligase activity; nucleotide binding; transferase activity	acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit [Source:NCBI gene (formerly Entrezgene);Acc:818382]	Acetyl-CoA carboxylase, alpha subunit; Acetyl-coenzyme A carboxyltransferase, C-terminal; ClpP/crotonase-like domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LD90	1.0455497664215891	0.05257473631760385	25.41715958996825	19.886923637722607	5.1893142765328366e-17	4.892128877436242e-16	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G57150	AtCBF5;<br>AtNAP57;<br>CBF5;<br>homologue of NAP57	cytosol; nucleolus; nucleus; plasmodesma; ribonucleoprotein complex	pseudouridine synthesis; ribosome biogenesis; RNA modification; RNA processing; rRNA processing	isomerase activity; pseudouridine synthase activity; RNA binding	homologue of NAP57 [Source:NCBI gene (formerly Entrezgene);Acc:824882]	PUA domain; Pseudouridine synthase II, N-terminal; Uncharacterised domain CHP00451; tRNA pseudouridine synthase B family; Dyskerin-like; PUA-like superfamily; Pseudouridine synthase, catalytic domain superfamily; tRNA pseudouridylate synthase B, C-terminal; PUA domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LHF0	2.245191157208114	0.08340943525281008	22.68629014288161	26.91771201187305	1.02306608408836e-18	1.403436807659673e-17	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G28920	AtHB34;<br>homeobox protein 34;<br>ZHD9;<br>ZINC FINGER HOMEODOMAIN 9	nucleus	glucosinolate metabolic process	DNA binding; metal ion binding; protein binding; protein homodimerization activity; transcription cis-regulatory region binding	homeobox protein 34 [Source:NCBI gene (formerly Entrezgene);Acc:822527]	Homeodomain, ZF-HD class; ZF-HD homeobox protein, Cys/His-rich dimerisation domain; Homeobox-like domain superfamily	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LHP1	1.3009707044846424	0.13743374819392482	20.090916116447698	9.466166218859998	7.570160111431915e-9	2.0930416845561108e-8	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT3G13580	NA	cytosol; cytosolic large ribosomal subunit; cytosolic ribosome; polysomal ribosome; ribonucleoprotein complex; ribosome	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	mRNA binding; structural constituent of ribosome	Ribosomal protein L30/L7 family protein [Source:NCBI gene (formerly Entrezgene);Acc:820560]	Ribosomal protein L7, eukaryotic; Ribosomal protein L30, N-terminal; Ribosomal protein L30, ferredoxin-like fold domain; Ribosomal protein L30, conserved site; Ribosomal protein L7, eukaryotic/archaeal; Ribosomal protein L30, ferredoxin-like fold domain superfamily; Ribosomal protein L7/L30	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9LN62	1.5012533105039796	0.14631908439365082	21.498831140213767	10.260133301989985	9.634935493917512e-10	2.8716938658751358e-9	At_XVE_LST8_suc_4h	At_XVE_GFP_suc_4h	R0967	AT1G19360	F18O14.8;<br>F18O14_8;<br>reduced residual arabinose 3	endosome; Golgi apparatus; Golgi medial cisterna; Golgi membrane; membrane; trans-Golgi network	cell wall organization; root hair cell development	glycosyltransferase activity; transferase activity	Nucleotide-diphospho-sugar transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838519]	Nucleotide-diphospho-sugar transferase; Nucleotide-diphospho-sugar transferases; Arabinosyltransferase RRA1/2/3	Q9LV27	GFP	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
