protein	logFC	se	df	t	pval	adjPval	group1	group2	batch	gene	Synonyms	GO cellular component	GO biological process	GO molecular function	Description	Interpro terms	bait	control	sphere	Description.x	Cluster order	Unique identifier	Protein	Description.y	Symbol	Residue	Localization probability	Sequence window (-15, +15)	Tryptic phosphopeptides with phosphorylation localization probability
Q9SAR5	2.476722064887005	0.08881098290976074	13.143768884337195	27.887565070680036	4.401546802610467e-13	1.059940054358358e-11	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT4G35450	AFT;<br>AKR2A;<br>ankyrin repeat-containing protein 2;<br>F15J1.20;<br>F15J1_20	chloroplast; chloroplast outer membrane; cytoplasm; membrane; nucleus; plastid; plastid outer membrane	protein targeting to chloroplast	chloroplast targeting sequence binding; glycolipid binding; lipid binding; protein binding	ankyrin repeat-containing protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:829697]	Ankyrin repeat; Ankyrin repeat-containing domain superfamily; STI1/HOP, DP domain	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SBA5	2.333971866506931	0.13421351392203928	11.806902379149133	17.389991501620823	8.9289009341288e-10	4.487460185190541e-9	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT5G16760	3;<br>4) P3 5/6-kinase 1;<br>4-TRISPHOSPHATE 5/6-KINASE;<br>Arabidopsis thaliana inositol (1;<br>AtITPK1;<br>inositol (1;<br>INOSITOL 1	NA	inositol trisphosphate metabolic process; myo-inositol hexakisphosphate biosynthetic process; phosphorylation	ATP binding; inositol tetrakisphosphate 1-kinase activity; inositol-1,3,4-trisphosphate 5-kinase activity; inositol-1,3,4-trisphosphate 6-kinase activity; kinase activity; magnesium ion binding; metal ion binding; nucleotide binding; transferase activity	Inositol 1,3,4-trisphosphate 5/6-kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831539]	Inositol-tetrakisphosphate 1-kinase; ATP-grasp fold; Inositol 1,3,4-trisphosphate 5/6-kinase, ATP-grasp domain; Inositol-tetrakisphosphate 1-kinase, N-terminal	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SE33	2.03096444701565	0.2032043063063123	13.500441488234744	9.994691962650398	1.299252333493431e-7	3.4973831696152474e-7	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT5G51700	ATRAR1;<br>MIO24.17;<br>MIO24_17;<br>PPHB SUSCEPTIBLE 2;<br>RAR1;<br>Required for Mla12 resistance 1;<br>RPR2	NA	defense response; defense response to bacterium; defense response to fungus; immune system process; innate immune response; plant-type hypersensitive response; protein stabilization; respiratory burst involved in defense response	Hsp90 protein binding; metal ion binding; protein binding; zinc ion binding	cysteine and histidine-rich domain-containing protein RAR1 [Source:NCBI gene (formerly Entrezgene);Acc:835244]	CHORD domain; Cysteine and histidine-rich domain-containing protein RAR1	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SF16	3.6038699274740287	0.08539527006340702	12.83386438354458	42.202219453116214	3.746023866813688e-15	4.768153236187137e-13	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT3G11830	NA	cytoplasm; cytosol	protein folding	ATP binding; ATP hydrolysis activity; ATP-dependent protein folding chaperone; nucleotide binding; unfolded protein binding	TCP-1/cpn60 chaperonin family protein [Source:NCBI gene (formerly Entrezgene);Acc:820356]	Chaperonin TCP-1, conserved site; Chaperonin Cpn60/GroEL/TCP-1 family; T-complex protein 1, eta subunit; Chaperone tailless complex polypeptide 1 (TCP-1); GroEL-like apical domain superfamily; TCP-1-like chaperonin intermediate domain superfamily; GroEL-like equatorial domain superfamily	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SGE9	2.481927912741233	0.0953388124721193	13.546495453398297	26.03271268421812	5.812429689396491e-13	1.2330654412505413e-11	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G72550	F28P22.26;<br>F28P22_26	cytoplasm; cytosol; mitochondrion	phenylalanyl-tRNA aminoacylation; translation	aminoacyl-tRNA ligase activity; ATP binding; ligase activity; magnesium ion binding; metal ion binding; nucleotide binding; phenylalanine-tRNA ligase activity; RNA binding	tRNA synthetase beta subunit family protein [Source:NCBI gene (formerly Entrezgene);Acc:843587]	Phenylalanyl-tRNA synthetase, class IIc, beta subunit, archael/eukaryotic type; B3/B4 tRNA-binding domain; tRNA synthetase, B5-domain; Putative DNA-binding domain superfamily; Phenylalanyl-tRNA synthetase-like, B3/B4; Phenylalanine--tRNA ligase beta subunit, B1 domain; Phenylalanyl tRNA synthetase beta chain, core domain; Phenylalanine-tRNA ligase, class IIc, beta subunit; Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SGW3	2.1544642991197933	0.1881934616635894	11.253358458934851	11.448135764520169	1.5183891517641713e-7	4.026442661374633e-7	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G64520	F1N19.9;<br>F1N19_9;<br>regulatory particle non-ATPase 12A	chloroplast envelope; nucleus; proteasome complex; proteasome regulatory particle	cotyledon development; cytokinin-activated signaling pathway; flower development; leaf development; post-embryonic root development; proteasome assembly; proteasome-mediated ubiquitin-dependent protein catabolic process; protein catabolic process; proteolysis; regulation of anthocyanin biosynthetic process; response to auxin; response to cytokinin; response to heat; response to misfolded protein; skotomorphogenesis	protein binding	regulatory particle non-ATPase 12A [Source:NCBI gene (formerly Entrezgene);Acc:842760]	Proteasome component (PCI) domain; 26S proteasome non-ATPase regulatory subunit Rpn12; CSN8/PSMD8/EIF3K	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SID0	2.4304766094493946	0.07464490891148567	14.508338070773704	32.56051410460513	5.667087469175043e-15	5.852933368227761e-13	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT2G31390	T28P16.12;<br>T28P16_12	cytosol; peroxisome; plasma membrane	carbohydrate metabolic process; carbohydrate phosphorylation; fructose metabolic process; phosphorylation; starch biosynthetic process	ATP binding; fructokinase activity; kinase activity; nucleotide binding; transferase activity	pfkB-like carbohydrate kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:817697]	Ribokinase/fructokinase; Carbohydrate/purine kinase, PfkB, conserved site; Carbohydrate kinase PfkB; Ribokinase-like	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SJT9	1.3222445047194131	0.07481384675283609	12.44048326626515	17.67379385112675	3.4702270672682086e-10	2.013381125591864e-9	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT2G21390	F3K23.15;<br>F3K23_15	COPI vesicle coat; COPI-coated vesicle membrane; cytoplasm; cytoplasmic vesicle; Golgi apparatus; Golgi membrane; membrane; membrane coat; mitochondrion; nucleus	endoplasmic reticulum to Golgi vesicle-mediated transport; intracellular protein transport; protein transport; vesicle-mediated transport	protein binding; structural molecule activity	Coatomer, alpha subunit [Source:NCBI gene (formerly Entrezgene);Acc:816678]	WD40 repeat; Coatomer, WD associated region; Coatomer, alpha subunit, C-terminal; Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily; WD40/YVTN repeat-like-containing domain superfamily; Coatomer alpha subunit; WD40 repeat, conserved site; G-protein beta WD-40 repeat; Anaphase-promoting complex subunit 4, WD40 domain; WD40-repeat-containing domain superfamily	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SK86	1.9004448719191953	0.06827796881918778	12.073546457311584	27.833939772753222	2.535291039695842e-12	3.7167565075604046e-11	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G22430	F12K8.22;<br>F12K8_22	cytoplasm; nucleus	NA	alcohol dehydrogenase (NAD+) activity; alcohol dehydrogenase [NAD(P)+] activity; metal ion binding; oxidoreductase activity; zinc ion binding	GroES-like zinc-binding dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838849]	Alcohol dehydrogenase, zinc-type, conserved site; GroES-like superfamily; Alcohol dehydrogenase-like, C-terminal; Alcohol dehydrogenase, N-terminal; NAD(P)-binding domain superfamily	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SKU1	1.995965158961586	0.20719464804359436	10.190199901272717	9.633285308323355	1.9381394993850527e-6	4.2377479606186055e-6	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT2G20760	F5H14.27;<br>F5H14_27	clathrin coat of coated pit; clathrin coat of trans-Golgi network vesicle; clathrin-coated pit; cytoplasmic vesicle; cytoplasmic vesicle membrane; cytosol; membrane; mitochondrion	clathrin-dependent endocytosis; intracellular protein transport; vesicle-mediated transport	structural molecule activity	Clathrin light chain protein [Source:NCBI gene (formerly Entrezgene);Acc:816605]	Clathrin light chain	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SL42	2.172000934697552	0.26755333685895766	12.016966897797904	8.1180110111747	3.205597024867592e-6	6.75221500982748e-6	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT2G18040	''peptidylprolyl cis/trans isomerase;<br>NIMA-interacting 1;<br>NIMA-interacting 1'';<br>peptidylprolyl cis/trans isomerase;<br>PROLYL CIS/TRANS ISOMERASE;<br>T27K22.9;<br>T27K22_9	cytosol; endoplasmic reticulum; mitochondrion; plasmodesma	gravitropism; regulation of cell cycle; regulation of flower development; regulation of protein localization	isomerase activity; peptidyl-prolyl cis-trans isomerase activity; protein binding	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:NCBI gene (formerly Entrezgene);Acc:816316]	Peptidyl-prolyl cis-trans isomerase, PpiC-type; Peptidyl-prolyl cis-trans isomerase, PpiC-type, conserved site	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SL67	2.320928991487043	0.09845327571904676	13.90099093606224	23.573913356729857	1.3161158004575206e-12	2.2993317219757857e-11	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT2G20140	regulatory particle AAA-ATPase 2b;<br>T2G17.6;<br>T2G17_6	cytoplasm; cytosol; intracellular protein-containing complex; mitochondrion; nucleus; proteasome complex	female gamete generation; maintenance of root meristem identity; male gamete generation	ATP binding; ATP hydrolysis activity; nucleotide binding	AAA-type ATPase family protein [Source:NCBI gene (formerly Entrezgene);Acc:816533]	AAA+ ATPase domain; ATPase, AAA-type, core; ATPase, AAA-type, conserved site; 26S proteasome regulatory subunit P45-like; P-loop containing nucleoside triphosphate hydrolase; Proteasomal ATPase OB C-terminal domain; AAA ATPase, AAA+ lid domain	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SLJ2	1.0263458567786414	0.21114517649969355	12.692973708977515	4.860853910059039	3.329940356023693e-4	5.399411933061165e-4	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G54410	AtHIRD11;<br>dehydrin 11kDa;<br>HIRD11	cytoplasm; cytosol; nucleus	negative regulation of hydrogen peroxide biosynthetic process	cobalt ion binding; copper ion binding; metal ion binding; mRNA binding; nickel cation binding; protein binding; zinc ion binding	dehydrin family protein [Source:NCBI gene (formerly Entrezgene);Acc:841883]	Dehydrin HIRD11-like	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SR96	2.3401061585993412	0.165120882811502	12.227064012183618	14.17207877498299	5.918647022581765e-9	2.3266488909217065e-8	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT3G08970	THERMOSENSITIVE MALE STERILE 1;<br>TMS1	endoplasmic reticulum; endoplasmic reticulum lumen; plasmodesma	cellular response to heat; pollen tube growth; response to heat	oxidoreductase activity	DNAJ heat shock N-terminal domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:820049]	DnaJ domain; DnaJ domain, conserved site; Thioredoxin-like superfamily; Chaperone J-domain superfamily	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SRH5	1.8772213901768653	0.13764207581855645	10.165627360703684	13.638426905530473	7.30055857201396e-8	2.1051125202797537e-7	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT3G01280	5076;<br>ARABIDOPSIS THALIANA VOLTAGE DEPENDENT ANION CHANNEL 1;<br>ATVDAC1;<br>T22N4.9;<br>T22N4_9;<br>voltage dependent anion channel 1	chloroplast; chloroplast envelope; cytosol; membrane; mitochondrial outer membrane; mitochondrion; plant-type vacuole; plasma membrane; pore complex; vacuole	defense response; monoatomic anion transmembrane transport; monoatomic ion transport; response to bacterium; transmembrane transport	porin activity; protein binding; voltage-gated monoatomic anion channel activity	voltage dependent anion channel 1 [Source:NCBI gene (formerly Entrezgene);Acc:820914]	Porin, eukaryotic type; Porin domain superfamily; Eukaryotic porin/Tom40	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SRU2	1.700329147210907	0.08694269719583117	12.575754184459184	19.55689439195862	8.628176890471137e-11	6.102938435343773e-10	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT3G02260	ASA1;<br>ATTENUATED SHADE AVOIDANCE 1;<br>CORYMBOSA1;<br>CRM1;<br>DARK OVER-EXPRESSION OF CAB 1;<br>DOC1;<br>F14P3.3;<br>F14P3_3;<br>LOW PHOSPHATE-RESISTANT ROOT 1;<br>LPR1;<br>TIR3;<br>TRANSPORT INHIBITOR RESPONSE 3;<br>UMB1;<br>UMBRELLA 1	cytosol; membrane; plasmodesma	auxin polar transport; auxin-activated signaling pathway; inflorescence morphogenesis; lateral root formation; photomorphogenesis; response to auxin; response to fungus; root development; unidimensional cell growth	metal ion binding; protein binding; zinc ion binding	auxin transport protein (BIG) [Source:NCBI gene (formerly Entrezgene);Acc:820398]	Zinc finger, ZZ-type; Zinc finger, UBR-type; Armadillo-like helical; Armadillo-type fold; E3 ubiquitin ligase UBR4, C-terminal; WD40-repeat-containing domain superfamily; Zinc finger, ZZ-type superfamily; E3 ubiquitin ligase UBR4-like	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SRX2	1.1753095950740615	0.15795797820843693	13.258708158114588	7.440647243048121	4.3593818606612295e-6	9.001643656660847e-6	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G02780	embryo defective 2386;<br>T14P4.34	cytosol; cytosolic large ribosomal subunit; cytosolic ribosome; extracellular region; nucleolus; plasmodesma; polysomal ribosome; ribonucleoprotein complex; ribosome	translation	mRNA binding; RNA binding; structural constituent of ribosome	Ribosomal protein L19e family protein [Source:NCBI gene (formerly Entrezgene);Acc:839407]	Ribosomal protein L19/L19e; Ribosomal protein L19/L19e, domain 1; Ribosomal protein L19/L19e conserved site; Ribosomal protein L19, eukaryotic; Ribosomal protein L19/L19e superfamily; 60S ribosomal protein L19	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SRY5	1.625693659253476	0.20543160120380344	12.3352191985496	7.91355200332916	3.526819849841875e-6	7.402583006381885e-6	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G02920	ARABIDOPSIS GLUTATHIONE S-TRANSFERASE 11;<br>ATGST11;<br>ATGSTF7;<br>ATGSTF8;<br>F22D16.8;<br>F22D16_8;<br>GLUTATHIONE S-TRANSFERASE 11;<br>glutathione S-transferase 7;<br>GST11	cytoplasm; cytosol; extracellular region; nucleus; plant-type vacuole	defense response to fungus; response to cadmium ion; response to chemical; response to toxic substance; toxin catabolic process	cobalt ion binding; copper ion binding; glutathione binding; glutathione transferase activity; transferase activity	glutathione S-transferase 7 [Source:NCBI gene (formerly Entrezgene);Acc:839295]	Glutathione S-transferase, N-terminal; Glutathione S-transferase, C-terminal; Glutathione S-transferase, C-terminal-like; Glutathione S-transferases Phi, C-terminal; Thioredoxin-like superfamily; Glutathione S-transferase, C-terminal domain superfamily; Glutathione Transferase family	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SSB5	2.1594582073627215	0.11506133169405708	14.199506841303426	18.767888182492307	2.008149489386202e-11	1.8445991701475318e-10	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G53750	26S PROTEASOME ATPASE SUBUNIT;<br>regulatory particle triple-A 1A;<br>T18A20.1;<br>T18A20_1	cytoplasm; intracellular protein-containing complex; nucleus; proteasome complex	NA	ATP binding; ATP hydrolysis activity; nucleotide binding	regulatory particle triple-A 1A [Source:NCBI gene (formerly Entrezgene);Acc:841812]	AAA+ ATPase domain; ATPase, AAA-type, core; ATPase, AAA-type, conserved site; 26S proteasome regulatory subunit P45-like; P-loop containing nucleoside triphosphate hydrolase; AAA ATPase, AAA+ lid domain	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SSD2	1.066179355247058	0.1633804175775628	13.576762075573258	6.525747522593415	1.5598462332878357e-5	3.0180738194559427e-5	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT1G80070	ABNORMAL SUSPENSOR 2;<br>EMB14;<br>EMB177;<br>EMB33;<br>EMBRYO DEFECTIVE 14;<br>EMBRYO DEFECTIVE 177;<br>EMBRYO DEFECTIVE 33;<br>F18B13.15;<br>F18B13_15;<br>PRP8	mitochondrion; nucleus; ribonucleoprotein complex; spliceosomal complex	alternative mRNA splicing, via spliceosome; mRNA processing; mRNA splicing, via spliceosome; RNA splicing	metallopeptidase activity; peptidase activity; protein binding; RNA binding; U5 snRNA binding; U6 snRNA binding	Pre-mRNA-processing-splicing factor [Source:NCBI gene (formerly Entrezgene);Acc:844347]	JAB1/MPN/MOV34 metalloenzyme domain; Ribonuclease H-like superfamily; PRO8NT domain; PROCN domain; PROCT domain; Pre-mRNA-processing-splicing factor 8, U6-snRNA-binding; Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding; RNA recognition motif, spliceosomal PrP8; PRP8 domain IV core; Pre-mRNA-processing-splicing factor 8; MPN domain; Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding domain superfamily; Prp8 RNase domain IV, palm region; Prp8 RNase domain IV, fingers region	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9STE8	1.295780737544672	0.05585907482555549	13.527250248636074	23.197318279819648	2.757637727694027e-12	3.8305962637816614e-11	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT3G46740	MAR1;<br>MODIFIER OF ARG1 1;<br>translocon at the outer envelope membrane of chloroplasts 75-III	chloroplast; chloroplast envelope; chloroplast outer membrane; cytosol; membrane; outer membrane; plant-type vacuole; plastid; plastid outer membrane; Toc complex; TOC-TIC supercomplex I	chloroplast organization; embryonic morphogenesis; intracellular protein transport; protein import into chloroplast stroma; protein targeting to chloroplast; protein transport	protein binding; protein-transporting ATPase activity	translocon at the outer envelope membrane of chloroplasts 75-III [Source:NCBI gene (formerly Entrezgene);Acc:823827]	Bacterial surface antigen (D15); Chloroplast envelope protein translocase, IAP75; Surface antigen D15-like	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SUT5	1.9267532931559412	0.11735119244531202	11.218958793802788	16.41869377726048	3.3908928186153607e-9	1.408524709270996e-8	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT4G11260	ATSGT1B;<br>EDM1;<br>ENHANCED DOWNY MILDEW 1;<br>ENHANCER OF TIR1-1 AUXIN RESISTANCE 3;<br>ETA3;<br>F8L21.50;<br>F8L21_50;<br>RPR1	cytoplasm; cytosol; nucleus; SCF ubiquitin ligase complex	auxin-activated signaling pathway; defense response; defense response to fungus; embryo development ending in seed dormancy; immune system process; innate immune response; jasmonic acid mediated signaling pathway; negative regulation of seed germination; protein catabolic process; regulation of defense response to fungus; response to heat; response to stress; ubiquitin-dependent protein catabolic process	chaperone binding; protein binding	phosphatase-like protein [Source:NCBI gene (formerly Entrezgene);Acc:826728]	CS domain; SGS domain; HSP20-like chaperone; Tetratricopeptide-like helical domain superfamily; Tetratricopeptide repeat; Protein Sgt1-like	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SV20	1.1913242291218236	0.09334483908267988	10.64211062059811	12.762614846511354	8.686487808292402e-8	2.4376883896656786e-7	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT4G31490	F3L17.60;<br>F3L17_60	COPI vesicle coat; COPI-coated vesicle membrane; cytoplasm; cytoplasmic vesicle; Golgi apparatus; Golgi membrane; membrane; membrane coat; plasma membrane	intracellular protein transport; protein transport; vesicle-mediated transport	structural molecule activity	Coatomer, beta subunit [Source:NCBI gene (formerly Entrezgene);Acc:829276]	Clathrin/coatomer adaptor, adaptin-like, N-terminal; Coatomer beta subunit, C-terminal; Armadillo-like helical; Armadillo-type fold; Coatomer beta subunit (COPB1); Coatomer beta subunit, appendage platform domain	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SVA6	1.4341660271278815	0.20078972752527732	9.83633645689886	7.142626491922178	3.41543890381778e-5	6.294014608690056e-5	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT4G39520	F23K16.150;<br>F23K16_150	NA	NA	GDP binding; GTP binding; GTPase activity; nucleotide binding	GTP-binding protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:830106]	TGS; Small GTP-binding protein domain; GTP binding domain; GTP1/OBG, conserved site; Beta-grasp domain superfamily; TGS-like; P-loop containing nucleoside triphosphate hydrolase; OBG-type guanine nucleotide-binding (G) domain; GTP binding protein, second domain; Developmentally regulated GTP-binding protein	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SVM8	2.2814088557881034	0.11839777431848196	12.709746200506975	19.26901809531714	8.732913417784029e-11	6.151008581221791e-10	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT4G13850	ATGRP2;<br>F18A5.240;<br>F18A5_240;<br>glycine rich protein 2;<br>GLYCINE-RICH RNA-BINDING PROTEIN;<br>GLYCINE-RICH RNA-BINDING PROTEIN 2;<br>GRP2	cytosol; extracellular region; extracellular space; mitochondrion	cold acclimation; extracellular transport; miRNA transport; mitochondrial mRNA processing; negative regulation of termination of DNA-templated transcription; regulation of defense response to virus; response to cold; response to osmotic stress; response to salt stress; response to water deprivation; RNA transport; seed germination	ATP binding; copper ion binding; double-stranded DNA binding; miRNA binding; misfolded RNA binding; mRNA binding; nucleic acid binding; protein binding; RNA binding; single-stranded DNA binding; single-stranded RNA binding; siRNA binding	glycine-rich RNA-binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:827019]	RNA recognition motif domain; Nucleotide-binding alpha-beta plait domain superfamily; RNA-binding domain superfamily	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SVN5	1.3217779578493098	0.17942047176688988	11.086278752075213	7.366929452546617	1.356759079963837e-5	2.6452348801920764e-5	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT4G13780	F18A5.170;<br>F18A5_170	cytoplasm; cytosol	methionyl-tRNA aminoacylation; post-embryonic development; reproductive structure development; translation; tRNA aminoacylation for protein translation	aminoacyl-tRNA ligase activity; ATP binding; ligase activity; methionine-tRNA ligase activity; nucleotide binding; RNA binding; tRNA binding	methionine-tRNA ligase, putative / methionyl-tRNA synthetase, putative / MetRS [Source:NCBI gene (formerly Entrezgene);Acc:827012]	Aminoacyl-tRNA synthetase, class I, conserved site; tRNA-binding domain; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Nucleic acid-binding, OB-fold; Rossmann-like alpha/beta/alpha sandwich fold; Methionyl-tRNA synthetase; Methionyl/Leucyl tRNA synthetase; Methionine-tRNA ligase, type 1; Methionyl-tRNA synthetase, Zn-domain; Methioninyl-tRNA synthetase core domain; Methionyl-tRNA synthetase, anticodon-binding domain	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SVR0	1.6537492191977718	0.20467644810831115	12.8716454735497	8.079821760062188	2.142099684707794e-6	4.64254927918529e-6	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT4G13170	F17N18.60;<br>F17N18_60	cytosol; cytosolic large ribosomal subunit; large ribosomal subunit; ribonucleoprotein complex; ribosome	translation	structural constituent of ribosome	Ribosomal protein L13 family protein [Source:NCBI gene (formerly Entrezgene);Acc:826931]	Ribosomal protein L13, eukaryotic/archaeal; Ribosomal protein L13; Ribosomal protein L13, conserved site; Ribosomal protein L13 superfamily	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SVY0	2.36151695412591	0.13682211040302344	12.444445875550626	17.259761212349535	4.5893826800428167e-10	2.563724117817022e-9	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT3G57660	nuclear RNA polymerase A1	DNA-directed RNA polymerase complex; nucleus; plasmodesma	DNA-templated transcription; ribosome biogenesis	5'-3' RNA polymerase activity; DNA binding; DNA-directed 5'-3' RNA polymerase activity; metal ion binding; nucleotidyltransferase activity; transferase activity	nuclear RNA polymerase A1 [Source:NCBI gene (formerly Entrezgene);Acc:824935]	RNA polymerase, alpha subunit; RNA polymerase, N-terminal; RNA polymerase Rpb1, domain 3; RNA polymerase Rpb1, domain 1; RNA polymerase Rpb1, domain 5; RNA polymerase Rpb1, domain 4; DNA-directed RNA pol I, largest subunit, N-terminal domain; RNA polymerase Rpb1, funnel domain superfamily; RNA polymerase Rpb1, domain 3 superfamily; RNA polymerase Rpb1, clamp domain superfamily; DNA-directed RNA polymerase, subunit beta-prime; DNA-directed RNA pol I, largest subunit, C-terminal domain	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9SXJ7	1.9023074282604455	0.2210564216316552	11.829144370735598	8.605528915284113	1.9559811655186503e-6	4.271517692345876e-6	At_35S_LST8_suc_24h	At_35S_LST8_ctrl_24h	R0722	AT3G48870	ATCLPC;<br>ATHSP93-III;<br>ClpC2	chloroplast; chloroplast envelope; chloroplast membrane; chloroplast stroma; membrane; mitochondrion; plastid; plastid stroma; protein-containing complex	chloroplast organization; protein import into chloroplast stroma	ATP binding; ATP hydrolysis activity; hydrolase activity; nucleotide binding; protein binding	Clp ATPase [Source:NCBI gene (formerly Entrezgene);Acc:824048]	ClpA/B family; UVR domain; AAA+ ATPase domain; ATPase, AAA-type, core; Clp,  repeat (R) domain; ClpA/B, conserved site 1; Clp ATPase, C-terminal; P-loop containing nucleoside triphosphate hydrolase; ClpA/B, conserved site 2; Clp, N-terminal domain superfamily; ClpA/ClpB, AAA lid domain	Q9LV27	Q9LV27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
